129636800941686, 88646893722794, 62885177400885 @ 289, 286, 398
253988030229340, 396927411605697, 229794494022146 @ -150, -385, -116
271268156903388, 360910276752942, 112083503126639 @ 88, -184, 295
213661573446572, 379833453803606, 314807031335587 @ 65, -282, -355
266519303613536, 224325352906214, 298957545830400 @ 14, 96, -72
242007110865558, 205142931965408, 264308899237497 @ 101, 65, 60
307032218923206, 220427490765998, 286976738475573 @ 29, 8, 58
298318963347266, 355284532278660, 501265513362196 @ 32, -178, -262
352081489075485, 376449720009944, 343918696495026 @ -29, -206, -16
338853242647968, 296552539841858, 317448819622773 @ -62, -82, -32
252034381323736, 276334916482885, 385108950194856 @ 54, -23, -228
465021729561946, 210967768284210, 399382641155251 @ -84, -28, -7
181906916067360, 375643475772222, 167346147879675 @ 157, -334, 132
258354953627812, 232495022911502, 235693406658495 @ -177, 360, -150
239187592251686, 288744606208660, 215471826239091 @ 119, -83, 153
247804233076600, 200845095722930, 252037445002983 @ 38, 177, 6
202298630579163, 252766242965138, 326983571218031 @ 31, 420, -851
427071363737356, 217082363777725, 359158763123221 @ -102, -5, -13
452502711072936, 251291052196610, 396477096265131 @ -158, -39, -81
283047996839700, 163886996380604, 327930314186547 @ 96, 29, 57
188228283519641, 302214889292161, 89867147973341 @ 179, -65, 379
431408983157016, 306128323717565, 390812587564581 @ -74, -121, -21
237282132247476, 276441657625910, 256709186242351 @ 25, 42, -68
368274196529086, 132905228305360, 219674655464406 @ -24, 94, 162
215066419079748, 328417716759557, 190276122926985 @ -14, -61, 23
278962343604975, 460140590973359, 125130852734808 @ 15, -377, 292
274521405665620, 38759608669656, 447752553677151 @ 20, 421, -321
320344565750289, 189851095280663, 374805716104347 @ 21, 39, -47
180945548876646, 38287995194260, 50899041911601 @ 193, 607, 492
286382440057251, 218387155324695, 230477711770461 @ 73, -7, 147
303646797306536, 209403990172662, 300206083289059 @ 14, 44, 17
207477734812296, 329014236238583, 182187086379777 @ -26, -35, 15
215947325842804, 214376231833271, 177146122849066 @ 42, 363, 134
265026607050331, 227395514757256, 291600159347800 @ 29, 74, -38
179404299387076, 287408225861746, 354742309571627 @ 179, 143, -805
406852765329366, 267461130186350, 266123549294031 @ -203, -24, 39
310841655946176, 273196168481758, 302027270235595 @ 19, -62, 32
219773088427216, 270930691617745, 159933404775001 @ 78, 55, 215
219124493726212, 197409663846398, 206267523054039 @ 77, 276, 78
347300767703676, 97392199325660, 532964358487701 @ 26, 102, -165
191929925277872, 324060947674946, 114914295570439 @ -30, 138, 667
365458067403472, 416935847013566, 526561675993195 @ -73, -270, -314
376151254410046, 335405113066210, 177953866737221 @ -100, -148, 203
399397727354580, 412688198319440, 289032988263114 @ -174, -278, 8
260471547064492, 53634451098833, 456772295694499 @ 18, 489, -439
258198316549574, 19421774778813, 272052455003003 @ 120, 193, 113
211952907711566, 176515055567540, 131468237612141 @ 117, 255, 290
242731176203001, 289245745316511, 241709874445151 @ 49, -29, 29
250678649661728, 325772621343190, 121650298836299 @ 93, -133, 290
378807212704091, 323553629431015, 297046826563101 @ -27, -139, 75
441246935588712, 530708438520458, 413630796211143 @ -122, -396, -83
198944883956631, 394258040802962, 296885634038898 @ 69, -420, -568
183853250278455, 297616588336454, 197503856398392 @ 173, 16, 70
239863121093804, 327998022328982, 163307873928995 @ -123, -66, 173
295896398779349, 213315557332160, 446154411053050 @ 77, -18, -82
218180639597432, 315775623721870, 172145630961971 @ -52, 22, 109
329864877846690, 241475730859631, 307464536447328 @ -20, -9, 12
303204526317229, 175962710441179, 381615365777225 @ 45, 55, -53
282294350331144, 421033087580544, 421741592874294 @ -218, -454, -828
470620473832671, 415743049108700, 392816218121406 @ -255, -274, -136
377538583638132, 384072177674294, 493210474820043 @ -165, -234, -389
196055680226910, 327906100068524, 146434395201471 @ 75, -47, 259
227122352400438, 346441772865494, 282883254680997 @ 101, -164, -30
261256924035832, 209122355512638, 438990527569331 @ -30, 215, -551
215739778950557, 232270820969516, 355508492261792 @ -7, 426, -812
249790980791154, 304147962698660, 182622074244894 @ -48, -18, 132
281699743919514, 316901642220647, 362455163130717 @ -60, -89, -289
228266935988236, 352426410960510, 204356229510381 @ -6, -184, 27
379950573374396, 328575803179547, 437553466591352 @ -6, -147, -58
229311512332120, 33047405240814, 403821756443827 @ 95, 493, -287
386048263112576, 317356096233710, 420047610291811 @ -199, -108, -277
355357934652112, 135752320970464, 326966416148151 @ 30, 46, 69
224303578038902, 307424130572385, 216921345443301 @ 56, -43, 39
209383082263224, 424220543468750, 308848847844211 @ 10, -588, -641
186459956999736, 365114194802510, 168227885790131 @ 7, -417, -50
457005148445496, 237175025289422, 424829810299443 @ -116, -39, -72
198551229768777, 212624676492296, 269919524638323 @ 173, 46, 57
339075176402516, 267656759869285, 397923866702301 @ 18, -73, -45
199453376659736, 267306943879960, 286040468827631 @ 54, 314, -571
167163167468288, 238289534420574, 200064181237879 @ 266, 896, -253
173269793390355, 338796277801805, 149843283536685 @ 203, -23, 223
287672883592254, 133858686011938, 254891477383090 @ -20, 268, 32
320050358586616, 278050608797230, 179857124612611 @ 42, -86, 212
193211979809138, 291941108283536, 223137264390545 @ 125, 75, -74
212392761341856, 209343170925158, 339403715835507 @ 169, -11, 33
211705174289301, 191123486524349, 176041379945544 @ 19, 615, 110
275407362452876, 268851886096721, 251781339379249 @ -46, 33, -13
176644597998834, 298210824059696, 168317316225075 @ 201, -9, 185
227042308984486, 296926641599370, 190417228376441 @ -36, 68, 55
397314384796461, 322766936343035, 324528621581181 @ -23, -141, 63
198898952408680, 324298833591340, 262671987193003 @ 110, -73, -203
310916445022476, 89227438876975, 140236237609466 @ -14, 259, 262
479227080656556, 342532180133542, 536592156636503 @ -206, -160, -283
241878748380308, 291820780226982, 170979547226543 @ 35, -22, 190
275776201970351, 247476387606470, 261635502293676 @ -7, 48, 6
302398481891816, 302123959677550, 231731378501251 @ -78, -64, 61
317467633921872, 330700068923030, 446811611950143 @ 50, -148, -89
260311161578448, 459735246001822, 232590781496999 @ 28, -404, 70
290713522571573, 269090190799220, 254214928464400 @ -99, 42, -32
301457726543211, 244801442384060, 201013939638531 @ -137, 114, 105
307081970979008, 354657180391476, 393917879545801 @ -150, -185, -416
187373543576468, 320247310096570, 131505753560621 @ 98, 52, 379
201535121550211, 279952900251549, 200311353552186 @ 39, 245, -66
201236986826723, 321651342209316, 134107612127603 @ 83, -46, 313
313263996995982, 238305054318476, 279790423980678 @ 12, -10, 60
367997730675101, 211656894805835, 381050998007281 @ 21, -33, 19
292134530153999, 253294975348686, 356853621398354 @ 53, -40, -32
220340423477832, 168996932788598, 331623231579603 @ 40, 485, -419
204039710769952, 172330916388267, 385474460649973 @ 158, 145, -173
345031078080802, 197977964135216, 409831647730507 @ 11, 9, -59
395835866803345, 249557229069529, 421099829182631 @ -195, 13, -251
269530761119636, 213639739974930, 306975796128951 @ 29, 89, -54
186851788793895, 304888531584686, 176023642435860 @ 35, 376, -100
258969382360749, 364917398379628, 402270185294892 @ -89, -226, -642
250259524229202, 265756449707402, 117319477610667 @ 103, -50, 293
267006069985686, 272120637026960, 339327842987331 @ 48, -34, -87
219181449690194, 153341199141322, 304021544810599 @ 71, 430, -229
218213961795256, 286646921459065, 187731031318746 @ 86, 5, 138
296694816798536, 303679204151102, 283451174435783 @ 14, -96, 31
281776762442634, 474412475071700, 363792154807545 @ -20, -438, -213
197793563927390, 196189298957244, 279837168999137 @ 177, 55, 56
204182393515311, 204148474278785, 116486769722556 @ 137, 183, 326
264560150036232, 263579110507832, 248435087307381 @ -130, 149, -126
256631475480633, 246675421442933, 247182778994706 @ 23, 63, 24
339131356638596, 562041164324700, 542867382432821 @ -16, -463, -296
360552523074306, 220458775138040, 192767416079691 @ -5, -19, 197
228336704487140, 251383948735267, 226626067663525 @ 42, 131, 7
253386227238278, 302298919165299, 262323746908519 @ -72, -5, -155
447462306613806, 497232402367904, 326488075011513 @ -196, -390, -17
393542839539345, 286829580788948, 489416483594793 @ -23, -102, -117
284505373290752, 368905518155086, 354726580185427 @ -135, -232, -395
232430347450620, 309411070867718, 222082928022801 @ 48, -60, 44
239693981403945, 297148101145481, 236775554674233 @ -39, 25, -85
178315858861140, 327935531256458, 173868767887311 @ 140, 94, -81
223044328982468, 266641726647299, 328202245712978 @ 138, -45, -22
189375755790786, 357584030389160, 114143281181181 @ 161, -197, 356
233422298738968, 241173668330558, 153750635862647 @ 30, 156, 232
316248652896906, 307111822693580, 290408541199131 @ -89, -81, -51
397012758476431, 438658571520915, 438031241022881 @ -57, -277, -101
293402573603380, 279355113541160, 284936268020327 @ -180, 57, -197
307527133324064, 264956755060150, 302826598384035 @ 36, -58, 45
365282897081008, 226249933101773, 315942377878273 @ -18, -21, 47
192355441091208, 289762636514572, 280207383018611 @ 190, -97, 89
361371372001084, 226152818880569, 238659982125791 @ -78, 21, 109
185962273852203, 314497715631401, 134613049879395 @ 71, 193, 393
188960610431116, 200352507068100, 136739687218561 @ 152, 391, 292
190128736763319, 308225720994179, 214486362584331 @ 55, 195, -351
224007263563061, 296909738287185, 281140686013371 @ 149, -103, 81
168629646186744, 168349177020878, 81160266179379 @ 223, 246, 403
308344120080284, 193172753823598, 249535698501761 @ 60, 8, 134
236540132966728, 340214808978766, 230480526228547 @ -37, -136, -74
315510224852146, 199519900511189, 376032157061114 @ 44, 9, -22
206498314010541, 281037487122446, 204175748582457 @ -141, 536, -337
279293796465496, 111044380694240, 262501551649731 @ 102, 81, 129
238816904954152, 385711062182350, 434222883468955 @ 72, -248, -364
237156898266456, 184955027381564, 298083506751177 @ -26, 439, -308
292576934552244, 220645598702072, 86570190014691 @ -20, 81, 369
294075397467910, 234333313677607, 197238255273352 @ 68, -31, 190
357284970515424, 367404962290106, 363039075529959 @ -184, -209, -214
425245964303928, 338358120022478, 188188568270259 @ -114, -155, 197
126335032154076, 163541008187870, 151368618943651 @ 271, 60, 245
345841868286472, 533194937437396, 339860608552307 @ -162, -569, -167
256461857251062, 378764064168126, 168155900519287 @ -29, -256, 191
301052513074526, 185898818486830, 208703886823141 @ -153, 296, 76
275866779420366, 256296323650520, 389214233699601 @ 67, -37, -94
192232444197576, 359448963499295, 186721284298806 @ 38, -267, -96
388299477375146, 240935969818314, 451065330636323 @ -31, -46, -95
296586101934344, 204891344490150, 339744413693115 @ 80, -13, 42
269756853393832, 132254222151966, 396382230863715 @ 93, 101, -60
370414447954971, 280387254448619, 460660999488615 @ 19, -101, -59
280070247147747, 251064254596310, 456597126052425 @ -7, 32, -385
234715495565712, 306860014090064, 120187766321319 @ -102, 43, 391
181563909859314, 327809672533811, 169072276075185 @ 96, 101, -25
269091853033002, 279259731800948, 427220061827889 @ 31, -37, -280
238431705704500, 316658799479993, 218685618328382 @ -54, -39, -38
186284762783892, 77256940109270, 316366935070095 @ 177, 562, -204
516913925560386, 550613298225059, 445536998827056 @ -336, -491, -226
232300216996005, 269458054421483, 252130475417103 @ 83, 5, 21
183094651647501, 170640848253224, 119285371124640 @ 169, 590, 372
188877647574288, 161631588768902, 149450351467419 @ 140, 678, 243
355500864451500, 204567566533642, 282897204458023 @ -29, 23, 70
221673225623496, 104088493810370, 340892957252856 @ 70, 548, -316
233605265130210, 230534751531490, 227399465271799 @ 100, 52, 101
248824905471680, 333889913910470, 227304392494883 @ 135, -153, 167
223063599574412, 313501306073654, 322488295386411 @ 101, -90, -141
318391613157832, 157332930221342, 243646362368715 @ -70, 204, 63
248457519074030, 174586507896432, 190788517575883 @ 93, 109, 181
257440462478752, 319979093055731, 384174678285314 @ -82, -69, -574
387406319148096, 272574852322483, 434013223108910 @ -146, -41, -230
327174976437807, 147992986364489, 386020941831471 @ 45, 51, -11
281429933190386, 38513314823906, 46705747217857 @ 39, 330, 412
314374624948746, 97009216124720, 515342881642746 @ 12, 190, -274
295662628214823, 135167005031213, 109088079053640 @ 91, 45, 288
463357136836203, 499513624330595, 471252508093761 @ -65, -313, -61
345815923333838, 215140188217324, 380766972734005 @ -37, 25, -88
340433973169795, 377038051565203, 252838287283234 @ -73, -217, 70
321338923953632, 229486761212774, 361225307409771 @ 15, -9, -36
192386034845880, 284416147476278, 224662493144115 @ 102, 193, -183
